title,url,description,motscles,lieu,type,organization,statut,id,frequency,license,temporal_coverage.start,temporal_coverage.end,created_at,last_modified,quality_score,metric.reuses,metric.followers
Liste des cartes postales  anciennes conservées par les Archives départementales d'Ille-et-Vilaine,http://www.data.gouv.fr/fr/datasets/cartespostaleanciennesarchive/,"Les Archives départementales d’Ille-et-Vilaine conservent une riche collection de plus de 100 000 documents iconographiques, permettant d’offrir un regard concret sur le territoire brétilien et son évolution à travers l’histoire. 

Ce jeu de données fournit la liste et la description complète des cartes postales d'Ille-et-Vilaine acquises par les Archives départementales, sous forme d’achats ou de dons et visibles sur le portail culturel des Archives à l'adresse https://archives-en-ligne.ille-et-vilaine.fr/thot_internet/FrmSommaireFrame.asp  Riche de près de 10000 références, ce jeu de données est amené à s’enrichir au fur et à mesure des nouvelles acquisitions.  Réalisé à partir d’exports du progiciel de référencement et gestion des archives départementales , il permet à l’internaute d’effectuer des recherches variées en croisant différents critères (thématiques, lieux, dates, éditeurs, images numérisées ou non…)  Nouveau : Le Département a mis en place un nouveau site dédié à la consultation des images https://images-archives.ille-et-vilaine.fr/",AD | cartes-postales | histoire,Ille-et-Vilaine,archives,Département d'Ille-et-Vilaine,dépublié,632ac764ffb126b9fdeacfa4,,Licence Ouverte / Open Licence version 2.0,,,2021-02-11T00:00:00,2022-03-02T00:00:00,0.56,0,0
Enquête statistique annuelle des Archives départementales d'Ille-et-Vilaine,http://www.data.gouv.fr/fr/datasets/enquete-statistique-annuelle-des-archives-departementales-d-ille-et-vilaine/,"Chaque année, les Archives de France mènent une enquête sur l’activité du réseau des services d'archives et diffusent les résultats sous forme de données statistiques ouvertes et d'un rapport annuel de synthèse. Les indicateurs suivis concernent l’organisation des services, la collecte et le traitement des archives, la communication au public et la diffusion en ligne, les actions culturelles et éducatives. 

Il s'agit ici du rapport annuel d'activité détaillé des Archives départementales d'Ille-et-Vilaine.",AD | fonctionnement | collecte | action-culturelle | communication,Ille-et-Vilaine,archives,Département d'Ille-et-Vilaine,dépublié,632ac7659044e8b107eacfa8,,Licence Ouverte / Open Licence version 2.0,,,2021-02-11T00:00:00,2021-02-11T00:00:00,0.44,0,0
Inventaire des Archives Départementales,http://www.data.gouv.fr/fr/datasets/inventaire-des-archives-departementales/,"Ce jeu de données liste les inventaires d’archives disponibles en ligne sur le site internet des Archives départementales de l’Hérault. Pour chaque inventaire, sont indiqués le nom du fonds d’archives, sa référence (série, sous-série, sous-sous-série), le lien vers l’inventaire en ligne, son format (xml ou pdf), le nom du fichier informatique correspondant à l’inventaire, sa catégorie et enfin la présence ou non d’images, de sons ou de vidéos numérisés et mis en ligne.

Les Archives départementales de l’Hérault mettent à disposition sur leur site internet (<https://archives-pierresvives.herault.fr>) de nombreuses ressources permettant aux internautes de faire leur recherche en ligne et de consulter près de 11 millions de pages et plus de 1 300 inventaires.",AD | inventaires,Hérault,archives,Département de l'Hérault,publié,600772c721f80ffa315d2026,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-01-20T01:01:11.733000,2022-01-12T16:28:27,0.56,0,0
Plans-terriers du duché de Penthièvre (1785-1789),http://www.data.gouv.fr/fr/datasets/plans-terriers-du-duche-de-penthievre-1785-1789/,"Ce jeu de données rassemble 122 plans relatifs à 17 paroisses du duché de Penthièvre (Andel, Erquy, Hillion, La Malhoure, Landehen, Maroué (Lamballe), Meslin, Morieux, Noyal, Penguily, Pléneuf-Val-André, Plestan, Quintenic, Saint-Aaron, Saint-Glen, Saint-Trimoël, Trégomar). Réalisés entre 1785 et 1789, ils étaient destinés à faciliter le processus de gestion des féodalités du duché. Ces plans, assez peu différents par les informations qu'ils donnent du cadastre napoléonien, permettent une assez bonne connaissance du parcellaire (taille et disposition des parcelles) et des formes de dispersion de l'habitat. Ils ne permettent pas en revanche d'individualiser les exploitations agricoles, ni de dire comment étaient utilisées les cultures.",AD | histoire | cartes-et-plans,Côtes-d'Armor,archives,Département des Côtes d'Armor,publié,6001a8aa2aef66a9d8273597,irregular,Licence Ouverte / Open Licence,1785-01-01,1789-12-31,2021-01-15T15:37:30.041000,2022-06-07T15:56:27.469000,0.89,0,0
Population 1876-2018 en Région Centre-Val de Loire,http://www.data.gouv.fr/fr/datasets/population-1876-2018-en-region-centre-val-de-loire/,"Population de 1876 à 2018 dans les communes de la Région Centre-Val de Loire. 

A partir des résultats de 1999, la publication des données respecte l'intervalle de 5 ans pour la comparaison des populations annuelles.

Géographie communale au 1er janvier 2021.",AR | population | histoire,Cher | Eure-et-Loir | Indre | Indre-et-Loire |  | Loir-et-Cher | Loiret,archives,Région Centre-Val de Loire,dépublié,5ff4fdcc965167bc8f7d8b81,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-01-06T01:01:16.495000,2021-12-21T15:42:39,0.56,0,0
Archives de la Planète - Paris,http://www.data.gouv.fr/fr/datasets/archives-de-la-planete-paris/,"Extraction des images de Paris de la collection des _Archives de la Planète,_ un ensemble d'images fixes et animées, réalisé au début du XXe siècle, consacré à la diversité des peuples et des cultures et conservé par le musée départemental Albert-Kahn.

* * *

Ce jeu de données est entièrement dédié aux images de Paris issues des Archives de la Planète. Il permet l'exploration des autochromes enregistrées dans la capitale par les opérateurs du banquier et philanthrope Albert Kahn. La carte vous propose de découvrir près de 5000 images précisément géolocalisées. Les données ont été mises à jour afin d’obtenir un rendu cartographique précis : le géopoint choisi est celui de la position de l’opérateur lors de la prise de vue. Certaines séries du fonds Paris n’ont pas pu être traitées, car les informations disponibles pour ces images étaient insuffisantes pour en préciser la localisation. Il s’agit essentiellement de photographies d’affiches, de vues de la Seine en crue, des bois de Boulogne ou Vincennes, des travaux des fortifications. De fait, l'auteur est souvent inconnu, la légende maigre et la prise de vue ne laisse que très peu d'indices.

**Données connexes**

Plateforme Open data du Département des Hauts-de-Seine  
[Archives de la Planète](https://opendata.hauts-de-seine.fr/explore/dataset/archives-de-la-planete/) (jeu de données complet)

**Liens connexes**

Lien vers les conditions générales d'utilisation des fonds du musée départemental Albert Kahn : [CGU](https://collections.albert-kahn.hauts-de-seine.fr/cms/cgu_media/)",musée | photographies | numérisation | histoire,Hauts-de-Seine,musée,Hauts-de-Seine le Département,publié,5fee9f01047417ca19674055,unknown,License Not Specified,,,2021-01-01T05:03:13.775000,2021-01-03T23:00:00,0.56,0,0
Monuments commémoratifs d’Antibes Juan-les-Pins,http://www.data.gouv.fr/fr/datasets/monuments-commemoratifs-dantibes-juan-les-pins/,"Monuments commémoratifs d’Antibes Juan-les-Pins, avec géolocalisations et textes en intégralité. Les “/” dans la description littérale et intégrale des monuments correspondent aux sauts de ligne sur les monuments eux-mêmes. Réutilisateurs, si, comme nous l’espérons, vous réutilisez ces données, ayez la gentillesse de nous indiquer l’usage que vous envisagez d’en faire afin de mieux connaître l’utilisation qui est faite des données que nous publions, de nous concentrer sur celles qui ont le plus grand potentiel et, dans l’intérêt de tous, de soutenir la démarche d’open data dans son ensemble.",AM | immobilier | histoire,Antibes | Alpes-Maritimes,archives,Ville d'Antibes,publié,5fe317112f48472b4bc27ad7,punctual,Licence Ouverte / Open Licence version 2.0,1762-01-01,2022-06-20,2020-12-23T11:08:17.279000,2022-06-20T09:01:43.175000,0.89,0,0
Phares d'Antibes,http://www.data.gouv.fr/fr/datasets/phares-dantibes/,"Le présent jeu, créé en partie sur la base de l'inventaire général du patrimoine, contient les phares d'Antibes, géolocalisés.",AM | immobilier | histoire,Antibes | Alpes-Maritimes,archives,Ville d'Antibes,publié,5fe07d1aa082ff8db1a04d47,punctual,Licence Ouverte / Open Licence version 2.0,,,2020-12-21T11:46:50.432000,2021-01-25T14:28:39.588000,0.67,0,0
Cadastre ancien sur le département des Côtes d’Armor,http://www.data.gouv.fr/fr/datasets/cadastre-ancien-sur-le-departement-des-cotes-darmor/,"Le cadastre est un outil composé de plans et de registres permettant de fixer la répartition de l’impôt foncier en fonction de la nature de propriété. 
Le présent jeu de données concerne les plans du cadastre « napoléonien », établis dès 1802 pour certaines communes, mais réglementairement réalisé à partir de 1807 et modifié jusque dans les années 1900 pour l’ensemble des communes du département des Côtes d’Armor.
Les plans du cadastre peuvent constituer une première étape dans la recherche de propriétaires d’une parcelle ou d’un bien bâti. Il convient ensuite de consulter les états de sections et matrices (informations sur les changements de propriétaire, divisions de parcelles, créations de routes, constructions de bâtiments, etc.), aux Archives départementales.",AD | cadastre | histoire,Côtes-d'Armor,archives,Département des Côtes d'Armor,publié,5fdcabf286dbb94016f30638,irregular,Licence Ouverte / Open Licence,1803-01-01,1901-12-31,2020-12-18T14:17:38.157000,2021-01-15T15:57:54.339000,0.89,0,0
Plaques commémoratives d'Antibes Juan-les-Pins,http://www.data.gouv.fr/fr/datasets/plaques-commemoratives-dantibes-juan-les-pins/,"Plaques commémoratives d'Antibes Juan-les-Pins, avec géolocalisations et textes en intégralité. Les ""/"" dans la description littérale et intégrale des plaques correspondent aux sauts de ligne sur les plaques elles-mêmes. Ce jeu de données est en cours de complément de manière participative, tant avec l'aide des agents de la Ville d'Antibes que des citoyens. Enfin, réutilisateurs, si, comme nous l’espérons, vous réutilisez ces données, ayez la gentillesse de nous indiquer l'usage que vous envisagez d'en faire afin de mieux connaître l'utilisation qui est faite des données que nous publions, de nous concentrer sur celles qui ont le plus grand potentiel et, dans l’intérêt de tous, de soutenir la démarche d'open data dans son ensemble.",AM | histoire,Antibes | Alpes-Maritimes,archives,Ville d'Antibes,publié,5fb7e9d21dd761d8be807cb9,punctual,Licence Ouverte / Open Licence version 2.0,1750-01-01,2022-10-17,2020-11-20T17:07:46.936000,2022-10-17T12:49:51.753000,0.89,0,0
Inventaire des archives du climat conservées dans les centres de la Direction InterRégionale de Nouvelle-Calédonie,http://www.data.gouv.fr/fr/datasets/inventaire-des-archives-du-climat-conservees-dans-les-centres-de-la-direction-interregionale-de-nouvelle-caledonie/,"**Fourniture, au format xml, des inventaires des fonds d'archives du climat de la Direction Interrégionale de Nouvelle-Calédonie.**

Météo-France conserve ses archives du climat pour assurer ses missions de conservation de la mémoire du climat et de caractérisation scientifique du climat passé et à venir.

Il s’agit essentiellement de relevés d’observations météorologiques rassemblés sur le territoire métropolitain, ultramarin ou dans les anciennes colonies françaises, et de documentation sur les stations météorologiques, les techniques d’observation et les instruments de mesure, depuis la création du premier service météorologique français en 1855.

Météo-France propose un accès à ces fonds par un site web qui met à disposition plusieurs milliers de notices descriptives d’inventaire et offre à la consultation une partie de ces archives sous forme numérique (format JPEG ou PDF). La recherche peut s’effectuer par station météorologique, cote, paramètre météorologique et/ou date. 

**Adresse du site web :** http://archives-climat.fr
",Météofrance | inventaires,Wallis-et-Futuna | Nouvelle-Calédonie | Vanuatu,autres,Météo-France,publié,5fa2c828c44c7c694058ba4a,annual,Licence Ouverte / Open Licence,,,2020-11-04T16:26:32.714000,2022-11-10T12:29:03.785000,0.89,0,0
